DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEIIS040(1.0),24/05/25 11:00:00,M,PRC_PRR_DOM,MIG_ING,NSA,I21_NSA,FR,2024-09,116.1,,
ESTAT:TEIIS040(1.0),24/05/25 11:00:00,M,PRC_PRR_DOM,MIG_ING,NSA,I21_NSA,FR,2024-10,116.1,,
ESTAT:TEIIS040(1.0),24/05/25 11:00:00,M,PRC_PRR_DOM,MIG_ING,NSA,I21_NSA,FR,2024-11,116.0,,
ESTAT:TEIIS040(1.0),24/05/25 11:00:00,M,PRC_PRR_DOM,MIG_ING,NSA,I21_NSA,FR,2024-12,115.9,,
ESTAT:TEIIS040(1.0),24/05/25 11:00:00,M,PRC_PRR_DOM,MIG_ING,NSA,I21_NSA,FR,2025-01,116.4,p,
ESTAT:TEIIS040(1.0),24/05/25 11:00:00,M,PRC_PRR_DOM,MIG_ING,NSA,I21_NSA,FR,2025-02,116.7,p,
ESTAT:TEIIS040(1.0),24/05/25 11:00:00,M,PRC_PRR_DOM,MIG_ING,NSA,I21_NSA,FR,2025-03,116.6,p,
ESTAT:TEIIS040(1.0),24/05/25 11:00:00,M,PRC_PRR_DOM,MIG_ING,NSA,I21_NSA,HR,2024-05,113.2,,
ESTAT:TEIIS040(1.0),24/05/25 11:00:00,M,PRC_PRR_DOM,MIG_ING,NSA,I21_NSA,HR,2024-06,113.3,,
ESTAT:TEIIS040(1.0),24/05/25 11:00:00,M,PRC_PRR_DOM,MIG_ING,NSA,I21_NSA,HR,2024-07,113.5,,
ESTAT:TEIIS040(1.0),24/05/25 11:00:00,M,PRC_PRR_DOM,MIG_ING,NSA,I21_NSA,HR,2024-08,113.7,,
ESTAT:TEIIS040(1.0),24/05/25 11:00:00,M,PRC_PRR_DOM,MIG_ING,NSA,I21_NSA,HR,2024-09,114.0,,
ESTAT:TEIIS040(1.0),24/05/25 11:00:00,M,PRC_PRR_DOM,MIG_ING,NSA,I21_NSA,HR,2024-10,114.0,,
ESTAT:TEIIS040(1.0),24/05/25 11:00:00,M,PRC_PRR_DOM,MIG_ING,NSA,I21_NSA,HR,2024-11,114.0,,
ESTAT:TEIIS040(1.0),24/05/25 11:00:00,M,PRC_PRR_DOM,MIG_ING,NSA,I21_NSA,HR,2024-12,114.1,,
ESTAT:TEIIS040(1.0),24/05/25 11:00:00,M,PRC_PRR_DOM,MIG_ING,NSA,I21_NSA,HR,2025-01,114.9,,
ESTAT:TEIIS040(1.0),24/05/25 11:00:00,M,PRC_PRR_DOM,MIG_ING,NSA,I21_NSA,HR,2025-02,115.4,,
